time,peak
1112,8.85E-01
1716,8.83E-01
2322,8.87E-01
2925,8.85E-01
3530,8.84E-01
4133,8.82E-01
4737,8.83E-01
5341,8.84E-01
5945,8.83E-01
6549,8.84E-01
7153,8.84E-01
7757,8.82E-01
8361,8.85E-01
8966,8.82E-01
9570,8.83E-01
10175,8.82E-01
10778,8.91E-01
11384,8.83E-01
11988,8.83E-01
12592,8.83E-01
13196,0.884381256
13800,0.885420737
14404,0.884863545
15008,0.882576825
15612,0.876829504
16216,0.883259021
16820,0.882134963
17425,0.882675593
18029,0.885772781
18633,0.878986842
19237,0.881261008
19841,0.880493697
20445,0.883329093
21050,0.884319301
21654,0.883394274
22258,0.88433008
22863,0.883153081
23467,0.882008098
24071,0.883400077
24676,0.882688823
25280,0.881505784
25885,0.882768371
26489,0.883229717
27093,0.882163169
27697,0.883586723
28301,0.882061462
28905,0.883427511
29509,0.881273523
30113,0.884732159
30717,0.88201432
31321,0.882929867
31926,0.881238617
32529,0.87941156
33134,0.881624721
33738,0.881667288
34343,0.88103243
34947,0.88076132
35552,0.881720369
36156,0.880811475
36760,0.883968704
