time,peak
483,0.407024532
635,0.404995344
787,0.401183233
939,0.40176116
1090,0.400297751
1242,0.396420601
1394,0.395830039
1546,0.394188148
1698,0.394257031
1850,0.394705354
2002,0.391670254
2153,0.391547663
2305,0.389229891
2457,0.391307762
2609,0.391836765
2761,0.390469646
2913,0.391006517
3065,0.390693077
3216,0.38707337
3368,0.388117182
3520,0.388258004
3672,0.386667885
3824,0.386440691
3976,0.388127301
4127,0.387783709
4279,0.385842436
4431,0.386809774
4583,0.387285885
4735,0.385928409
4887,0.386262245
5039,0.386357818
5190,0.386633572
5342,0.385475514
5494,0.386633324
5646,0.386418044
5798,0.387565012
