time,peak
1003,0.977765262
1606,0.972586823
2209,0.964345834
2811,0.959472973
3414,0.953395378
4017,0.948065839
4620,0.94331599
5223,0.941874969
5825,0.938341963
6428,0.938220728
7031,0.934010245
7634,0.929326521
8236,0.930991183
8839,0.930688998
9442,0.926455592
10045,0.926538336
10648,0.921852411
11250,0.91936273
11853,0.923733351
12456,0.922418895
13059,0.917234173
13661,0.919463165
14264,0.91718746
14867,0.92040705
15470,0.918072217
16073,0.919281926
16675,0.916288185
17278,0.916137437
17881,0.912203524
18484,0.915286601
19086,0.919800885
19689,0.917093034
20292,0.917025878
20895,0.917199453
21498,0.916731807
22100,0.918479989
22703,0.916960231
23306,0.914209116
23909,0.917580542
24512,0.9159934
25114,0.914535974
25717,0.915286695
26320,0.916592632
26923,0.914266081
27525,0.915496628
28128,0.914517031
28731,0.913464025
29334,0.916589488
29937,0.914297185
30539,0.91428608
31142,0.914756042
31745,0.912670988
32348,0.912808321
32950,0.916155787
33553,0.917352607
34156,0.915755096
34759,0.916688759
35362,0.914505358
35964,0.913965364
36567,0.91700154
