time,peak
436,0.522296275
588,0.522395044
740,0.519664232
892,0.518919645
1043,0.515149544
1195,0.514934557
1347,0.514443699
1499,0.514494358
1651,0.512096558
1803,0.510119647
1955,0.510510737
2106,0.50892742
2258,0.50839785
2410,0.507783213
2562,0.507555892
2714,0.506630282
2866,0.506805613
3017,0.505147807
3169,0.506510873
3321,0.504035835
3473,0.5041614
3625,0.502997138
3777,0.503011068
3929,0.500651304
4080,0.502586195
4232,0.500853416
4384,0.502498092
4536,0.503279201
4688,0.502464843
4840,0.500743674
4992,0.501486113
5143,0.501042698
5295,0.502033257
5447,0.502236487
5599,0.499723904
5751,0.501579681
