time,peak
465,0.982063798
617,0.978896266
769,0.974053706
921,0.969882144
1073,0.967089916
1224,0.963928389
1376,0.963424356
1528,0.958533327
1680,0.959777159
1832,0.956162329
1984,0.952593241
2135,0.949078154
2287,0.949070552
2439,0.946205123
2591,0.949619531
2743,0.948049242
2894,0.945041543
3046,0.94439965
3198,0.942323635
3350,0.94265931
3502,0.944456283
3654,0.943157384
3806,0.94519591
3957,0.941595605
4109,0.943449503
4261,0.93858833
4413,0.941059866
4565,0.941800763
4717,0.939070685
4868,0.938593751
5020,0.942004408
5172,0.94029936
5324,0.94022539
5476,0.938540858
5628,0.940848203
5779,0.941449009
