time,peak
978,0.452417134
1581,0.449140314
2183,0.445605758
2786,0.444729848
3389,0.441373646
3992,0.440352069
4595,0.437042974
5197,0.436894962
5800,0.437415897
6403,0.434365639
7006,0.433447931
7608,0.437221626
8211,0.430870716
8814,0.428778447
9417,0.430722896
10019,0.429183255
10622,0.429608333
11225,0.431518833
11828,0.429428228
12431,0.429408097
13033,0.428798458
13636,0.432067874
14239,0.428423624
14842,0.422095102
15444,0.426754356
16047,0.425897825
16650,0.425131013
17253,0.422649918
17856,0.423615494
18458,0.4236736
19061,0.42289389
19664,0.423125837
20267,0.421606855
20869,0.422428363
21472,0.422299417
22075,0.419211701
22678,0.416842949
23281,0.419816925
23883,0.421306355
24486,0.418289798
25089,0.421098022
25692,0.420826357
26295,0.423016502
26897,0.422930016
27500,0.420958874
28103,0.422842979
28706,0.419184611
29308,0.419942794
29911,0.419173408
30514,0.421008691
31117,0.4212677
31720,0.414066179
32322,0.420030885
32925,0.423922835
33528,0.417463548
34131,0.417288359
34733,0.421581365
35336,0.420067478
35939,0.418640381
36542,0.421366937
