time,peak
433,0.992947869
585,0.977202469
737,0.973416228
889,0.965628625
1040,0.961704304
1192,0.956046529
1344,0.960968568
1496,0.95348748
1648,0.955508825
1800,0.955536259
1951,0.950988897
2103,0.953121337
2255,0.952408301
2407,0.946095034
2559,0.953765709
2711,0.942876932
2862,0.943207782
3014,0.945425986
3166,0.941348651
3318,0.939998024
3470,0.943191958
3622,0.944755294
3773,0.948411615
3925,0.943854203
4077,0.938953571
4229,0.950301106
4381,0.942481654
4533,0.946701425
4684,0.944408174
4836,0.941846631
4988,0.943603619
5140,0.944256671
5292,0.942640288
5444,0.936224393
5595,0.938156399
5747,0.936942634
5899,0.941552472
6051,0.936010588
6203,0.939686703
6355,0.937592622
6506,0.949316488
6658,0.941618131
6810,0.942376007
6962,0.946518497
7114,0.934277307
7266,0.942526978
7417,0.939597776
7569,0.940422119
7721,0.942546193
7873,0.941022002
8025,0.945797991
8177,0.944088613
8329,0.936290289
8480,0.949595994
8632,0.941711216
8784,0.938423539
8936,0.937787532
9088,0.93716823
9240,0.949726159
9391,0.937333647
9543,0.941926495
9695,0.945263337
9847,0.936293858
9999,0.947120253
10151,0.93653571
10302,0.945791491
10454,0.940726675
10606,0.939087357
10758,0.935007926
10910,0.939090778
11062,0.943193901
11213,0.947853401
