time,peak
2786,0.990801194
3389,0.98963107
3992,0.98952461
4595,0.990229025
5197,0.988231476
5800,0.988928558
6403,0.98903891
7006,0.987695342
7608,0.988768806
8211,0.987746598
8814,0.986843201
9417,0.986846645
10019,0.985888571
10622,0.985549589
11225,0.985429423
11828,0.98524871
12431,0.984806328
13033,0.984722308
13636,0.984314463
14239,0.983388161
14842,0.984702579
15444,0.983927842
16047,0.982982746
16650,0.983240597
17253,0.982122945
17856,0.982646315
18458,0.982890832
19061,0.982703092
19664,0.982177652
20267,0.981668011
20869,0.981659926
21472,0.981149989
22075,0.980710052
22678,0.980665405
23281,0.981111913
23883,0.980320219
24486,0.980428704
25089,0.980593328
25692,0.979647438
26295,0.97935713
26897,0.979948828
27500,0.980191363
28103,0.980215176
28706,0.97997762
29308,0.9804994
29911,0.980427272
30514,0.980582693
31117,0.980046153
31720,0.979800407
32322,0.98072508
32925,0.982238099
33528,0.981063074
34131,0.980754733
34733,0.981261775
