time,peak
483,58755.1
635,51962.2
787,45701.3
939,40215.6
1090,35441.5
1242,31231.9
1394,27398.1
1546,24018.3
1698,21219.3
1850,18729.9
2002,16432.1
2153,14497.1
2305,12698.2
2457,11167.5
2609,9953.59
2761,8763.83
2913,7608.78
3065,6917.57
3216,6061.6
3368,5408.78
3520,4588.31
3672,4105.03
3824,3649.34
3976,3215.22
4127,2821.37
4279,2548.46
4431,2226.42
4583,1990.9
4735,1735.34
4887,1489.39
5039,1331.26
5190,136.741
5342,116.304
5494,136.27
5646,119.164
5798,139.554
5899,532.846
6051,633.791
6203,399.392
6355,459.379
6506,322.925
6658,348.843
6810,387.783
6962,331.359
7114,252.37
7266,260.523
7417,213.749
7569,135.799
7721,190.276
7873,138.225
8025,134.891
8177,101.65
8329,98.8106
8480,89.7591
8632,77.3077
8784,64.8297
8936,15.018
9088,4.08835
9240,36.0605
9391,26.5383
9543,6.76041
9695,3.70104
9847,6.77405
9999,2.45749
10151,4.55473
10302,5.76887
10454,9.25298
10606,-2.89126
10758,1.09615
10910,-7.59719
11062,6.62006
11213,-0.925725
